"Results_-/-","Results_+/-","Results_-/+","Results_+/+","Result_turnon_-/-","Result_turnon_+/-","Result_turnon_-/+","Result_turnon_+/+","Result_onratio_-/-","Result_onratio_+/-","Result_onratio_-/+","Result_onratio_+/+"
0.0685903279557985,0.48935609155144,0.526732357306616,1.77572973956794,1.11018374290772,7.92057996403477,8.52554168165092,28.7414617690195,0.0327590341312451,0.233718563290688,0.251569627749241,0.848096122005134
0.0653846838372843,0.557904922751966,0.493648264039786,1.66561499518142,1.05829808946376,9.0300920521413,7.99005185985933,26.9591755091967,0.0312280047832194,0.266457778394049,0.235768523237424,0.795504848902665
0.0617828610750065,0.564617742271894,0.438756229276547,2.09378358595677,1,9.13874385950545,7.10158483505453,33.8893918074601,0.0295077588196749,0.269663849721072,0.20955185255025,1
