"Sample.Size","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1"
2,0,0,0,0.0012,0.0033,0.0041,0.0048,0.0048,0.005,0.0064
3,0,0,0,2e-04,0.0012,0.0013,0.0022,0.0021,0.0036,0.0022
4,0,0,0,0,1e-04,4e-04,0.0015,0.0012,0.0013,0.0012
5,0,0,0,0,2e-04,5e-04,7e-04,6e-04,9e-04,0.0012
6,0,0,0,0,0,6e-04,3e-04,7e-04,0.0014,0.0012
7,0,0,0,0,0,3e-04,2e-04,8e-04,4e-04,8e-04
8,0,0,0,0,0,1e-04,4e-04,6e-04,7e-04,0.001
9,0,0,0,0,0,0,7e-04,1e-04,1e-04,8e-04
10,0,0,0,0,1e-04,1e-04,1e-04,2e-04,4e-04,5e-04
11,0,0,0,0,0,0,1e-04,3e-04,2e-04,6e-04
12,0,0,0,0,0,0,2e-04,2e-04,0,4e-04
13,0,0,0,0,0,0,1e-04,2e-04,2e-04,0
14,0,0,0,0,0,0,0,0,4e-04,3e-04
15,0,0,0,0,0,0,0,0,1e-04,2e-04
16,0,0,0,0,0,0,0,2e-04,3e-04,1e-04
17,0,0,0,0,0,0,0,0,2e-04,3e-04
18,0,0,0,0,0,0,0,0,0,3e-04
19,0,0,0,0,0,0,0,1e-04,1e-04,0
20,0,0,0,0,0,0,0,0,2e-04,1e-04
21,0,0,0,0,0,0,0,0,0,1e-04
22,0,0,0,0,0,0,0,1e-04,1e-04,1e-04
23,0,0,0,0,0,0,0,0,0,4e-04
24,0,0,0,0,0,0,0,0,1e-04,1e-04
25,0,0,0,0,0,0,0,0,0,1e-04
26,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,1e-04
30,0,0,0,0,0,0,0,0,0,1e-04
