"Sample.Size","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1"
2,0.9999,0.9756,0.8722,0.6736,0.4803,0.335,0.2377,0.1745,0.1303,0.1022
3,1,0.9952,0.9418,0.8513,0.6937,0.5351,0.3922,0.2806,0.2052,0.15
4,1,0.9984,0.9731,0.9073,0.803,0.68,0.5351,0.3968,0.3072,0.2338
5,1,0.9996,0.9858,0.9356,0.8727,0.7683,0.6552,0.5265,0.405,0.3121
6,1,0.9999,0.9906,0.9537,0.9007,0.8314,0.7373,0.6234,0.5044,0.3979
7,1,1,0.9961,0.9707,0.9231,0.8617,0.7897,0.6887,0.5892,0.4848
8,1,1,0.9971,0.9795,0.944,0.8846,0.8288,0.7507,0.6547,0.5517
9,1,1,0.998,0.985,0.9541,0.9093,0.8496,0.7834,0.7014,0.6211
10,1,1,0.9993,0.9904,0.9618,0.9185,0.8708,0.811,0.7507,0.656
11,1,1,0.9993,0.9911,0.968,0.935,0.8857,0.8327,0.7729,0.713
12,1,1,0.9998,0.9948,0.9761,0.9453,0.9045,0.8536,0.8003,0.7337
13,1,1,0.9999,0.9952,0.9801,0.9531,0.9106,0.865,0.8163,0.7622
14,1,1,1,0.9978,0.986,0.9554,0.9238,0.8807,0.8358,0.7861
15,1,1,1,0.9982,0.988,0.9642,0.9332,0.8978,0.8554,0.8007
16,1,1,1,0.999,0.9882,0.973,0.9402,0.9072,0.8697,0.822
17,1,1,1,0.9991,0.9935,0.9741,0.9444,0.9184,0.875,0.8303
18,1,1,1,0.9997,0.9932,0.979,0.9559,0.9196,0.8833,0.8447
19,1,1,1,0.9993,0.995,0.9813,0.9581,0.9305,0.8969,0.8637
20,1,1,1,0.9993,0.9968,0.9846,0.9673,0.9368,0.9053,0.8688
21,1,1,1,0.9996,0.996,0.9855,0.9699,0.9435,0.9154,0.8763
22,1,1,1,0.9998,0.998,0.9883,0.9707,0.9503,0.9191,0.8843
23,1,1,1,0.9999,0.9978,0.991,0.9757,0.9497,0.9228,0.8932
24,1,1,1,0.9996,0.9983,0.9909,0.9762,0.956,0.9315,0.9008
25,1,1,1,0.9999,0.9982,0.9926,0.9793,0.9597,0.9353,0.9079
26,1,1,1,1,0.9989,0.9936,0.982,0.965,0.937,0.9093
27,1,1,1,0.9997,0.9991,0.9936,0.9872,0.9645,0.9441,0.9132
28,1,1,1,1,0.9991,0.9956,0.9865,0.9675,0.949,0.923
29,1,1,1,1,0.9995,0.9953,0.9854,0.9724,0.9506,0.9307
30,1,1,1,1,0.9992,0.9955,0.9887,0.9763,0.9554,0.9305
