"","Beta_n_3","Beta_n_5","Beta_n_30"
"1",0.410399777352329,0.434514397089679,0.443198290716308
"2",0.417173132009479,0.438684378588146,0.455850897958024
"3",0.473565483025171,0.504529151091036,0.458047728366969
"4",0.429804557542929,0.42751891008184,0.433037103587778
"5",0.421177993937611,0.469841107321613,0.425783064500741
"6",0.458797237273321,0.470307268883318,0.435831608867065
"7",0.486930986329516,0.410324043776885,0.455631255689893
"8",0.383109660227459,0.460156296865546,0.433536357854418
"9",0.444833641833119,0.462959177827954,0.457232083719852
"10",0.468893372559092,0.457854513660603,0.451314592750275
"11",0.398362377409683,0.459948925327024,0.432780996304202
"12",0.397570254075576,0.465236400492139,0.45968611331574
"13",0.476012101464054,0.452092174773919,0.439998363174718
"14",0.475424473937149,0.431576096778817,0.443976043650214
"15",0.443336745308871,0.406909260300904,0.449798133356487
"16",0.518237841753127,0.48874349751317,0.463058969036984
"17",0.405225329515396,0.45357621298912,0.4520072234452
"18",0.431676710610173,0.398599966105616,0.46683032336784
"19",0.461924285890806,0.457878643803094,0.453386470796389
"20",0.412281320990586,0.50966653293201,0.443839383637663
"21",0.406004149786584,0.440078954439627,0.44118875593248
"22",0.460357785449301,0.421730416241898,0.434462654548226
"23",0.463794547805491,0.400260851797516,0.465068309051778
"24",0.454176647843903,0.423214817632183,0.457250714158778
"25",0.397679034834937,0.395121175786791,0.459526914905192
"26",0.492136090286592,0.484287605645077,0.453772893610204
"27",0.46550929146471,0.437746845877034,0.47104584356228
"28",0.419383433873623,0.468029668657642,0.440267158416741
"29",0.395404701508402,0.474507454322555,0.480034862080769
"30",0.498263532377937,0.483477178927085,0.440622158003538
"31",0.432253033251614,0.480867300912198,0.451897111894833
"32",0.477073433495318,0.448185981017563,0.449840387801644
"33",0.441887111259347,0.442425312352703,0.464340812559978
"34",0.520834590130228,0.43242188489866,0.437206807144452
"35",0.505032640414105,0.472578980009804,0.434026196304723
"36",0.450270936474794,0.442287928131298,0.434354581135729
"37",0.501006146752766,0.418283754632147,0.452455488235122
"38",0.401751485956806,0.5323420174033,0.469130825784246
"39",0.439128910411204,0.497058837277448,0.446570489479716
"40",0.45077872155658,0.438324447851044,0.430420002916666
"41",0.443973713030469,0.43690862560968,0.457962838701707
"42",0.365305610581318,0.405325857251903,0.421152097068278
"43",0.341905491802534,0.446328655371725,0.442147594368989
"44",0.468297818137648,0.475396201730097,0.452797353717697
"45",0.528087742738395,0.474043155605852,0.458215061002305
"46",0.424834553083446,0.44927917055668,0.452461068198769
"47",0.516366341624147,0.463432375392204,0.467441647686102
