"","Beta_n_3","Beta_n_5","Beta_n_30"
"1",0.412868092455892,0.414805714848127,0.468748163539334
"2",0.469893600541859,0.447943410600326,0.459195243049819
"3",0.410211828364231,0.477121569445716,0.433145656866231
"4",0.460733256295112,0.403416225213316,0.44812325076216
"5",0.399342311139902,0.411566418851399,0.415904513177981
"6",0.500497483199774,0.512174332240624,0.447251607738945
"7",0.407404694535048,0.467929248742606,0.438195464986793
"8",0.421118754482128,0.409803356739044,0.436767774210428
"9",0.430179588932271,0.448961073938704,0.463180985730744
"10",0.442870010263715,0.490477901615241,0.471735340426378
"11",0.509850321193479,0.440703828723375,0.455173416626208
"12",0.46557736894912,0.480636342500173,0.450588004150462
"13",0.495114724752636,0.459506714811496,0.448017966095299
"14",0.44144941919409,0.395266182695211,0.454619242176366
"15",0.515309280759798,0.505611726629726,0.440179079284693
"16",0.411668938159384,0.408846668248346,0.459345492894867
"17",0.488407075575484,0.435745536756531,0.456392788273893
"18",0.468660502647343,0.421136297042274,0.43156412150461
"19",0.380279801350742,0.437958707450309,0.445841666175695
"20",0.479500586779655,0.408901016963426,0.450837232713647
"21",0.416027920401346,0.50712104418961,0.440155268370474
"22",0.421773690580227,0.367079455090889,0.461773767401483
"23",0.481800131081359,0.53695040643687,0.437478018662757
"24",0.438627231270595,0.487218558529906,0.450860773265352
"25",0.446044433136087,0.377327052019416,0.462257520969237
"26",0.484524037308121,0.474638960880522,0.431472614107312
"27",0.48745763683166,0.470681525110912,0.451486668238697
"28",0.506844539042001,0.476384873622704,0.444756857100368
"29",0.484784291043527,0.371540900530093,0.454201511902064
"30",0.432019051606194,0.460110698886544,0.434878341057638
"31",0.468285136705378,0.404025477027217,0.458582100799375
"32",0.480012111929335,0.373861338985718,0.46059537927004
"33",0.47049992262567,0.481759918101742,0.443364263066445
"34",0.459883027647572,0.459285700604736,0.439015716771124
"35",0.549097068082825,0.382032755480518,0.455260920111787
"36",0.431010748510071,0.395498860853297,0.47444100023103
"37",0.408403139885066,0.472125853939714,0.442010406382926
"38",0.419270242763509,0.508140448889505,0.455220299794604
"39",0.448308775099628,0.404852574505206,0.452126726834734
"40",0.46694849728772,0.435449340052789,0.45799633680329
"41",0.457664051432062,0.428762289503025,0.438926603831466
"42",0.43660976124708,0.467348223503245,0.430725329913401
"43",0.375463326610243,0.467219227469144,0.462046288906579
"44",0.407830373257678,0.420132377777842,0.456614291738227
"45",0.396803996785137,0.456097887415857,0.481711801030817
"46",0.410424527428707,0.481354461803107,0.451554765008294
"47",0.453124659487595,0.519268618993187,0.42742724812806
"48",0.427344910644121,0.467571476017389,0.44438043730715
"49",0.571267075786801,0.455473471950403,0.433767063549599
"50",0.335716600560098,0.402790271125655,0.481220578108066
"51",0.426423288448093,0.455310523819835,0.43554726901741
"52",0.497322654808568,0.456363506018034,0.44203844058235
"53",0.383572069675173,0.457583175193149,0.44717602213711
"54",0.391553449393612,0.476533951950066,0.440193685687937
"55",0.441365989382165,0.441428994649649,0.445030811358688
"56",0.421260634505747,0.434775577874045,0.459368696044077
"57",0.401256352067183,0.405772844252505,0.443207701902808
"58",0.474846463539115,0.452903903589854,0.458943847652908
"59",0.433762257647544,0.437497067944844,0.461771324906384
"60",0.468552283412947,0.51199363639132,0.451065826734123
"61",0.511645241201001,0.428511364066601,0.456392963669064
"62",0.446395873806674,0.45389357978765,0.464730610262364
"63",0.567075375091542,0.397986585008776,0.459430284381993
"64",0.469096192420729,0.509026289121699,0.439552845695435
"65",0.41684350334916,0.45189720513177,0.435959863340117
"66",0.44089139796362,0.455030203826699,0.462583131793891
"67",0.453807591871962,0.463812807988807,0.461800537626594
"68",0.420205977248995,0.422296555802697,0.447705430257796
"69",0.523182281263242,0.453547869362233,0.450709183360385
"70",0.344385388002816,0.43698966110407,0.457155799125581
"71",0.403235729539237,0.480414179717757,0.441412932645505
"72",0.44610763846193,0.474669737276863,0.44537593746083
"73",0.540875076862297,0.45000577889588,0.435421649927141
"74",0.444342696788746,0.431214212204419,0.460843817983332
"75",0.449175501260783,0.439401004418208,0.453069141541566
"76",0.429878978402155,0.462705404399973,0.454010841785749
"77",0.44923678253175,0.479802131133159,0.463363617029752
"78",0.438031600004174,0.441426274506564,0.455853552349547
"79",0.429611132007145,0.441898676136989,0.462365178325787
"80",0.457346878712082,0.455464100590656,0.428618368193841
"81",0.430523803102964,0.439153365529548,0.449828283753907
"82",0.443837678880166,0.417843483363436,0.468100522227683
"83",0.418167837965776,0.514022687986312,0.43539256680446
"84",0.417573490857184,0.441070398366786,0.481655236876726
"85",0.447260770388515,0.468316191417747,0.429751610826627
"86",0.453050045727231,0.382386756077333,0.453532641008804
"87",0.454023236421434,0.406979922007666,0.441208135769458
"88",0.505054637117089,0.463003857481516,0.449267971841537
"89",0.420284256865421,0.431247288605455,0.454865363193465
"90",0.415094075500796,0.416916976478342,0.439779642184712
"91",0.411511378330899,0.460242433192796,0.456498465918252
"92",0.434787655786542,0.462388108193474,0.44818851495174
"93",0.531675136761696,0.438276223213468,0.466114762932377
"94",0.38942111393375,0.452059100032188,0.476945828281538
"95",0.528674137033734,0.430217210270749,0.44257804047032
"96",0.481286495435229,0.415510701199631,0.426357086270848
"97",0.482453686190245,0.477194421168339,0.444020073375342
"98",0.422316594049026,0.38881400332531,0.453020059454159
"99",0.476506805639821,0.40617762993662,0.472075219757414
"100",0.455100262284512,0.375134522444498,0.438558026548835
"101",0.565302146856804,0.413532376532366,0.45723277823884
"102",0.424266026438136,0.501592776996408,0.442581277920571
"103",0.513055335197332,0.397586920158399,0.482996451638385
"104",0.412522607121134,0.466607259233776,0.446588525259111
"105",0.478106829232022,0.399304748330966,0.457774858775428
"106",0.482500431769116,0.43543081023802,0.432307378049302
"107",0.392889540800895,0.454863094954507,0.441348597831694
"108",0.496335176901545,0.55391883873349,0.45505655776592
"109",0.448411052454394,0.449301715098385,0.432628837313994
"110",0.456050058951261,0.44148834681981,0.469858360481397
"111",0.408015203956505,0.384557502908429,0.454653124925305
"112",0.477682246605388,0.43205032431659,0.450465140831384
"113",0.42704244488223,0.399867655687655,0.457045098024414
"114",0.403113618590565,0.452967869841773,0.447187945776779
"115",0.428607706763453,0.456757237115651,0.460192270693306
"116",0.495982801178209,0.523182080713208,0.479827458699082
"117",0.484296454175788,0.447922555760448,0.457013517271233
"118",0.489121872043918,0.460030682279694,0.43955064779375
"119",0.474285018997594,0.525783206651899,0.435998755053059
"120",0.464837705017964,0.430226168402758,0.448538514032052
"121",0.454592679667829,0.444927962751052,0.462706707928232
"122",0.419660967932435,0.464727969732362,0.441671447568856
"123",0.443488691308696,0.409878720467623,0.441598802438813
"124",0.451729987824861,0.471271997683415,0.479095529823755
"125",0.504256526125444,0.438767009488762,0.450062961384234
"126",0.415974082203534,0.485233259280799,0.446564524871285
"127",0.473022437354063,0.488278356402799,0.446062076149882
"128",0.494453316753207,0.401411637510464,0.45725774182978
"129",0.454824288895529,0.431073028118858,0.436286476513814
"130",0.375659890549237,0.429858836794256,0.434865122508344
"131",0.463209169908133,0.494124558774333,0.446809644284884
"132",0.497377259302753,0.520695875393901,0.461755553358005
"133",0.470100042466728,0.457347325399258,0.469625167608349
"134",0.422687272857585,0.433413638003581,0.4680337446387
"135",0.433374140605252,0.393075658067249,0.443820496743747
"136",0.464883572637967,0.42174522068859,0.431848177541723
"137",0.459665171050561,0.474175110479036,0.464343585561762
"138",0.40640517679679,0.427225269914511,0.433524789184227
"139",0.465792322201175,0.432123692730697,0.488314868052
"140",0.40747154438664,0.445775850995617,0.462110841299933
"141",0.450665988736251,0.381868729205749,0.443840250594046
"142",0.485769036342606,0.471879301039448,0.443917925917681
"143",0.514865060427207,0.513638387440333,0.463463521396097
"144",0.480431681120905,0.543334766225438,0.458487928099303
"145",0.471883106216117,0.459591956910239,0.436835195227751
"146",0.429038467259122,0.503458147232121,0.439277427171905
"147",0.424740109262236,0.510514689798601,0.435664527827585
"148",0.427351098956198,0.410720733626956,0.453178806304833
"149",0.427327860766556,0.474391771623611,0.461561938733632
"150",0.484362309477582,0.48451552593016,0.454341640198863
"151",0.352531947795983,0.430624794849137,0.443422062287129
"152",0.467035679616906,0.462006517165838,0.436798917352227
"153",0.415674080286711,0.458310464888327,0.429920542293849
"154",0.434646601414307,0.449402093991102,0.46352673027317
"155",0.4855185723441,0.400559400144472,0.445163364111883
"156",0.410111303897129,0.470743875572047,0.444748795868264
"157",0.484849905227349,0.461384037045833,0.469232579619347
"158",0.480688806218211,0.489098472868582,0.449344903967521
"159",0.439469807371315,0.462071685559394,0.44015855145993
