"","Beta_n_3","Beta_n_5","Beta_n_30"
"1",0.463016332831514,0.477368595933254,0.444998710648288
"2",0.44483282784406,0.456096697716962,0.443070724931164
"3",0.449706834525235,0.426046411133304,0.425117464326407
"4",0.462435441488472,0.444173707568968,0.43022478907011
"5",0.413563389237707,0.44476810348908,0.440073737280662
"6",0.452570674843501,0.442683980874779,0.449306125539012
"7",0.409427679815955,0.450614367892251,0.465515140377483
"8",0.440287570260284,0.436847871130398,0.445274299039422
"9",0.412645028207785,0.464141860294839,0.453836257466246
"10",0.462843667385361,0.442418728343114,0.464810409025299
"11",0.47366523726561,0.441441044986617,0.453587553686844
"12",0.507462161119425,0.477212766368297,0.452747708306228
"13",0.463866535444419,0.441758400991377,0.445505007025396
"14",0.446578749997544,0.422989457599632,0.45628391486337
"15",0.382416478700801,0.423506415315826,0.433831535598647
"16",0.408031336495394,0.458520849867331,0.444065280888139
"17",0.431930142707159,0.440363910621121,0.451864100471889
"18",0.430173311727327,0.444608319041991,0.435758591807111
"19",0.462149078176682,0.474498184141818,0.45334850526271
"20",0.463881278679364,0.509656077954957,0.432447788265751
"21",0.461696500856234,0.421268906126798,0.426256461199964
"22",0.403190542025928,0.436729793908231,0.43225898102699
"23",0.497836472173723,0.46167973398728,0.4541054914995
"24",0.509915357856638,0.459565935608422,0.440293060264202
"25",0.46987056361725,0.525124572330617,0.441353172017506
"26",0.452924578898272,0.409065163714,0.45730071818365
"27",0.49594375131453,0.450321321775484,0.446628824084391
"28",0.412579435699523,0.414839429269092,0.448864542480811
"29",0.437626868993436,0.435962702246049,0.456031351645987
"30",0.42511184020823,0.408415454623436,0.462790490190681
"31",0.481880003200414,0.445881291031813,0.442624919500243
"32",0.431498106675931,0.452125339971884,0.436404336357693
"33",0.42283219598284,0.424345586368762,0.473665475935674
"34",0.455862194061806,0.452081555298271,0.457366398908728
"35",0.410914770674817,0.449964686328503,0.444897761964527
"36",0.49430445143618,0.460095106253962,0.464913540698262
"37",0.480460192992487,0.45933414178943,0.434644246924749
"38",0.485389924727604,0.470551399807865,0.443188618773559
"39",0.452812991988657,0.472950190258816,0.445762545566852
"40",0.379227576118279,0.480097354875928,0.45547940394717
"41",0.407461170384562,0.422008723779421,0.45027773837929
"42",0.510953609642024,0.423660254888314,0.442406823469842
"43",0.404543737576474,0.436514293201204,0.462113781005189
"44",0.441185431772562,0.447368197268062,0.468827843872921
"45",0.406071423316016,0.411726487562194,0.442395735402594
"46",0.440211489476987,0.440497240356818,0.446225076856534
"47",0.480667482618534,0.45966629649425,0.44658289273533
"48",0.467357335048236,0.448623820211318,0.456412266360685
"49",0.524002356779899,0.429998743591294,0.448365693707139
"50",0.445574578571995,0.432138784118668,0.461964686434226
"51",0.450578792849851,0.446955258112136,0.459432156931351
"52",0.515176328344696,0.427577062681567,0.445257633268157
"53",0.457986333896436,0.463285876944695,0.449312601052641
"54",0.481907106801967,0.451796134544845,0.451399796335944
"55",0.430055840957582,0.428345517760388,0.455822253300687
"56",0.388739275785265,0.44077533627902,0.438972379211149
"57",0.497963183237471,0.476050105840673,0.457513325650641
"58",0.422921638179895,0.482462854060237,0.449586544291413
"59",0.464466834818708,0.45489011265648,0.440080317386424
"60",0.438186100527174,0.471042349742011,0.450226916952166
"61",0.48324185925638,0.491531434927406,0.449751346428273
"62",0.472414186643007,0.467810348173266,0.460191586864323
"63",0.418165715294289,0.436099143692707,0.463559008813635
"64",0.436881782521757,0.461681083149103,0.456121875378883
"65",0.411671356626266,0.436662918115064,0.458764057227076
"66",0.442486220336922,0.463646086379287,0.472680111338137
"67",0.41719184800384,0.448895625181436,0.455676236471432
"68",0.505360056509308,0.476720211175361,0.457336429816025
"69",0.423281306036692,0.413389958771692,0.461669342846828
"70",0.388947632208619,0.448776176315755,0.458787785526929
"71",0.432979114181431,0.428402764915147,0.447148141784488
"72",0.50714961676646,0.457668763494682,0.456224824467441
"73",0.465612546688862,0.421783117725085,0.439234910219063
"74",0.467437043471945,0.476846055846175,0.468299551332516
"75",0.455339573922541,0.449500865569328,0.461090088536019
"76",0.438003836685472,0.434351027162114,0.468823909940171
"77",0.459296223982653,0.458988398292686,0.455720842620019
"78",0.477158600214467,0.452185999589791,0.466088589410832
"79",0.393869921961473,0.469196268126112,0.453523090736021
"80",0.436990658304996,0.436538789558378,0.438592816812545
"81",0.434370891114207,0.48445463903872,0.447336431664102
"82",0.42675864775831,0.420699060803004,0.428748458406711
"83",0.425224025181087,0.452466339737043,0.456261699765227
"84",0.451918843108428,0.414300489793862,0.460274481393666
"85",0.426207714029986,0.465290641230485,0.434230841371737
"86",0.411397522941081,0.453844530044665,0.461504104836097
"87",0.460820903609546,0.437046147073893,0.463724338593725
"88",0.432731041765652,0.469963941326174,0.447445431694062
"89",0.428945314741472,0.468456704154675,0.456443966245145
"90",0.400830163462451,0.473484986657482,0.454783802613744
"91",0.478876230604277,0.396296905242749,0.451828028181211
"92",0.451245065021755,0.477213873799053,0.446121513832362
"93",0.424980129037125,0.430259657063032,0.445401641433919
"94",0.414819352817139,0.48288225265236,0.456076623066027
"95",0.462786567310279,0.418380430907873,0.457463903488269
"96",0.44266322141821,0.472925969293705,0.437667836500068
"97",0.409645975756628,0.461808743930627,0.433866070999923
"98",0.472396421446472,0.49412078761607,0.435960119279978
"99",0.422838044211858,0.429873225919165,0.454944710516924
"100",0.3699753814957,0.444989398545976,0.44346769043501
"101",0.476921295468661,0.480958874929192,0.454069669075325
"102",0.48349254658404,0.433509781320665,0.447908549111933
"103",0.480475915246851,0.411733949843874,0.421822386232444
"104",0.455277320847308,0.467303680124195,0.461413946532833
"105",0.449130639146113,0.452280964292,0.469936936081415
"106",0.412312796385215,0.437653242325681,0.443573481058502
"107",0.442208487281062,0.453028503913028,0.443114218232997
"108",0.43362044111064,0.430664716842775,0.437400385749665
"109",0.364244657618137,0.459550341009996,0.433140746604011
"110",0.444063842007081,0.476735650439959,0.460755473045091
"111",0.47043544315811,0.50300534351445,0.46037505577463
"112",0.450690180598191,0.439961767484429,0.456790740545102
"113",0.385521317774883,0.437186857019101,0.455554035607828
"114",0.465232927843249,0.432765073515643,0.459263542180193
"115",0.45574606253238,0.468842709061183,0.434614480475912
"116",0.440818585253508,0.455957723926668,0.465181716419824
"117",0.464013225683795,0.422470876720986,0.441558447880231
"118",0.458307146511973,0.455078406983679,0.431679517591436
"119",0.457493533511101,0.4525496342259,0.429146914685333
"120",0.497869471551547,0.443701478780482,0.441146433585549
"121",0.479977137080947,0.466914878331628,0.461978011287201
"122",0.477253887804051,0.47928836247182,0.461967534451645
"123",0.424812130284924,0.443620665632986,0.457267481284259
"124",0.407472875384165,0.456333600534304,0.454080817647759
"125",0.473495390822951,0.433339468091375,0.456134954581996
"126",0.447091661500497,0.413458546840319,0.457159658387202
"127",0.465879515941338,0.402887040989943,0.470082548881919
"128",0.489342011453262,0.440360224792293,0.454730235744912
"129",0.421951831194318,0.42829259479548,0.442250121966162
"130",0.384085397420827,0.455464251848494,0.429771231143004
"131",0.429642107929892,0.412291791843984,0.427151850643084
"132",0.412446549030394,0.436484369622043,0.441627324875898
"133",0.459406455451232,0.488230148426409,0.467972923208524
"134",0.430056343228811,0.4630533310174,0.43525051868091
"135",0.399554915025,0.431256908103877,0.449584672803973
"136",0.399825185842435,0.451402384912117,0.431156714682865
"137",0.440533668410117,0.417244368523191,0.456563361190963
"138",0.46020297366263,0.421979138544946,0.452317499933158
"139",0.471872740748205,0.469535433153845,0.452453546748885
