"Sample.Size","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1"
2,0,2e-04,0.0066,0.0184,0.0265,0.0266,0.023,0.0207,0.0158,0.014
3,0,0,0.0012,0.0094,0.0177,0.0187,0.0172,0.0134,0.0148,0.0103
4,0,0,3e-04,0.0047,0.0116,0.0151,0.0154,0.0154,0.0112,0.0096
5,0,0,3e-04,0.0027,0.0088,0.0129,0.015,0.0156,0.0112,0.0084
6,0,0,0,0.001,0.0059,0.0117,0.0132,0.0133,0.0123,0.0097
7,0,0,0,5e-04,0.003,0.0094,0.0119,0.0115,0.0119,0.0093
8,0,0,0,2e-04,0.0018,0.0074,0.0099,0.013,0.0124,0.0085
9,0,0,0,2e-04,0.0014,0.0053,0.0104,0.0145,0.0107,0.0097
10,0,0,0,0,8e-04,0.0037,0.0087,0.0127,0.0125,0.0106
11,0,0,0,0,8e-04,0.0028,0.007,0.0098,0.0112,0.0135
12,0,0,0,0,2e-04,0.0013,0.0048,0.0102,0.0101,0.0121
13,0,0,0,0,1e-04,0.0018,0.0044,0.0077,0.0103,0.0122
14,0,0,0,0,4e-04,7e-04,0.0039,0.0068,0.0105,0.013
15,0,0,0,0,1e-04,8e-04,0.0028,0.0064,0.0095,0.0136
16,0,0,0,0,0,4e-04,0.0024,0.0059,0.0084,0.0103
17,0,0,0,0,0,0,0.0016,0.0041,0.0078,0.0111
18,0,0,0,0,0,0,0.0011,0.004,0.0056,0.0111
19,0,0,0,0,0,2e-04,0.001,0.0024,0.0062,0.0094
20,0,0,0,0,0,2e-04,7e-04,0.0026,0.0044,0.0092
21,0,0,0,0,0,0,3e-04,0.0027,0.0041,0.0073
22,0,0,0,0,0,1e-04,3e-04,0.0015,0.0041,0.0073
23,0,0,0,0,0,0,1e-04,9e-04,0.0042,0.0074
24,0,0,0,0,0,0,1e-04,0.001,0.0031,0.0057
25,0,0,0,0,0,0,2e-04,9e-04,0.0021,0.0049
26,0,0,0,0,0,0,1e-04,4e-04,0.0024,0.0047
27,0,0,0,0,0,0,1e-04,6e-04,0.0024,0.0039
28,0,0,0,0,0,0,0,5e-04,0.0014,0.0033
29,0,0,0,0,0,0,1e-04,3e-04,8e-04,0.0037
30,0,0,0,0,0,0,2e-04,5e-04,0.0012,0.002
